Player,#,Class,Pos,Height,Weight,Hometown,High School,RSCI Top 100,Summary,School
Michael Oaks,20,JR,F,6-10,210.0,"Houston, TX","St. Thomas (Houston, TX); Southern California Academy (CA)",,,Texas A&M-Corpus Christi
Troy Hupstead,2,SR,F,6-7,230.0,"Mount Vernon, NY",Mount Vernon (NY),,"15.1 Pts, 9.6 Reb, 1.1 Ast",Texas Southern
Bryce Roberts,3,SR,G,6-1,180.0,"Bossier City, LA",Parkway (LA),,"11.8 Pts, 1.9 Reb, 2.0 Ast",Texas Southern
Zaire Hayes,7,SR,G,6-2,185.0,"Houston, TX",Manvel (TX),,"10.1 Pts, 1.7 Reb, 1.1 Ast",Texas Southern
Alex Anderson,0,SR,F,6-6,185.0,"Memphis, TN",Tipton-Rosemark Academy,,"9.6 Pts, 3.2 Reb, 1.8 Ast",Texas Southern
Jaylen Wysinger,5,SR,G,6-0,170.0,"Houston, TX",Magnolia West (TX),,"9.4 Pts, 1.7 Reb, 2.0 Ast",Texas Southern
Duane Posey,23,SR,F,6-7,215.0,"Memphis, TN",Memphis East (TN),,"7.7 Pts, 4.5 Reb, 0.5 Ast",Texas Southern
Zytarious Mortle,12,SR,G,6-2,199.0,"Alexandria, LA",Peabody (LA); Sunrise Christian Academy (KS),,"6.6 Pts, 3.7 Reb, 1.5 Ast",Texas Southern
Cameron Patterson,11,SO,G,6-5,180.0,"Houston, TX",Summer Creek (TX),,"7.8 Pts, 1.9 Reb, 1.0 Ast",Texas Southern
Anthony Andrews,8,FR,F,6-7,215.0,"Houston, TX",Bellaire (TX),,"2.6 Pts, 1.6 Reb, 0.8 Ast",Texas Southern
Ahmed Nedal Abdelrahman,9,FR,G,6-6,210.0,"Cairo, Egypt",NBA Academy Africa (Senegal),,"3.8 Pts, 1.7 Reb, 0.5 Ast",Texas Southern
Jordan Gorecki,34,SR,C,6-10,260.0,"Markham, Canada",St. Jude's Academy (ON),,"2.1 Pts, 3.0 Reb, 0.5 Ast",Texas Southern
Oumar Koureissi,1,SR,F,6-11,220.0,"Harlem, NY",National Christian (MD),,"4.9 Pts, 3.0 Reb, 0.4 Ast",Texas Southern
Josh Akpovwa,35,JR,C,6-8,235.0,"Houston, TX",Seven Lakes (TX),,"1.8 Pts, 1.5 Reb, 0.3 Ast",Texas Southern
Kolby Granger,14,SR,G,6-5,180.0,"Missouri City, TX",Ridge Point HS,,"2.3 Pts, 1.8 Reb, 0.3 Ast",Texas Southern
Jordan Hamilton,24,SR,G,6-6,225.0,"Memphis, TN",Tennessee Prep Academy (TN),,"0.0 Pts, 1.5 Reb, 0.0 Ast",Texas Southern
Josh Farmer,4,SR,F,6-9,195.0,"Houston, TX",Sharpstown HS,,,Texas Southern
Kehlin Farooq,32,SR,G,6-5,180.0,"Houston, TX",Hampton HS,,,Texas Southern
DJ Hall,0,FR,F,6-7,220.0,"Plano, TX",Plano East (TX),,"15.3 Pts, 7.4 Reb, 2.3 Ast",Texas State
Mark Drone,4,SR,G,6-0,180.0,"Jackson, MS",Lanier (MS),,"13.8 Pts, 3.4 Reb, 3.0 Ast",Texas State
Kaden Gumbs,11,JR,G,6-2,179.0,"San Marcos, TX",San Marcos (TX),,"9.0 Pts, 3.0 Reb, 3.2 Ast",Texas State
Franck Emmou,2,JR,G,6-5,190.0,"Mansfield, TX",Mansfield Summit (TX),,"7.6 Pts, 2.0 Reb, 1.2 Ast",Texas State
Makai Willis,22,SR,F,6-9,232.0,"Tallahassee, FL",Florida State School (FL),,"6.2 Pts, 3.0 Reb, 0.5 Ast",Texas State
Jalen Bolden,5,SR,G,6-4,212.0,"Zachary, LA",Zachary (LA),,"5.3 Pts, 2.2 Reb, 0.8 Ast",Texas State
Kyndall Davis,9,SR,G,6-5,200.0,"Chicago, IL",Bogan (IL),,"5.8 Pts, 3.8 Reb, 1.2 Ast",Texas State
Robert Fields,3,FR,C,6-9,220.0,"Baltimore, MD",McDonogh School (MD),,"5.4 Pts, 3.9 Reb, 0.4 Ast",Texas State
Dimp Pernell,7,JR,G,6-3,180.0,"Moorhead, MS",Horn Lake (MS),,"8.8 Pts, 2.2 Reb, 1.9 Ast",Texas State
Tay Knox,24,SR,F,6-9,210.0,"Troy, AL",Charles Henderson (AL),,"2.8 Pts, 2.7 Reb, 0.4 Ast",Texas State
Jaelyn Lee,10,JR,G,6-6,195.0,"Paris, TX",Paris (TX),,"2.6 Pts, 0.9 Reb, 0.4 Ast",Texas State
Ky Pernell,1,JR,G,6-3,182.0,"Moorhead, MS",Horn Lake (MS),,"3.0 Pts, 1.3 Reb, 0.0 Ast",Texas State
Isaiah Barganier,23,SR,F,6-7,220.0,"Fulshear, TX",Fulshear (TX),,"1.4 Pts, 1.0 Reb, 0.0 Ast",Texas State
Deke Thompson,21,FR,G,6-4,205.0,"Jenks, OK",Charles Page (OK),,"2.3 Pts, 0.3 Reb, 0.0 Ast",Texas State
Cameron Simpson,6,SO,G,6-7,180.0,"Orlando, FL",East River (FL); Central Florida Christian (FL); Oak Ridge (FL),,"0.5 Pts, 1.3 Reb, 0.0 Ast",Texas State
JT Toppin,15,JR,F,6-9,210.0,"Dallas, TX",Oak Cliff Faith Family Academy (TX),,"21.8 Pts, 10.8 Reb, 2.1 Ast",Texas Tech
Christian Anderson,4,SO,G,6-2,165.0,"Atlanta, GA",The Lovett School (GA); Oak Hill Academy (VA),,"19.0 Pts, 3.5 Reb, 7.6 Ast",Texas Tech
Donovan Atwell,12,SR,F,6-5,187.0,"Huntersville, NC",Providence Day School (NC),,"12.5 Pts, 3.3 Reb, 0.7 Ast",Texas Tech
LeJuan Watts,3,JR,F,6-6,225.0,"Fresno, CA",Bullard (CA),,"11.9 Pts, 6.1 Reb, 2.6 Ast",Texas Tech
Jaylen Petty,11,FR,G,6-1,168.0,"Seattle, WA",Rainier Beach (WA),,"8.9 Pts, 3.6 Reb, 2.2 Ast",Texas Tech
Tyeree Bryan,1,SR,G,6-6,202.0,"Orlando, FL",Olympia (FL),,"3.9 Pts, 2.7 Reb, 0.6 Ast",Texas Tech
Luke Bamgboye,9,SO,F,6-10,200.0,"London, United Kingdom",Our Lady of Mount Carmel (MD); Bella Vista Prep (AZ); AZ Compass Prep (AZ),,"3.9 Pts, 3.2 Reb, 0.5 Ast",Texas Tech
Leon Horner,6,SO,F,6-4,215.0,"Dallas, TX",Frisco Memorial (TX); Dynamic Prep (TX),,"2.8 Pts, 2.3 Reb, 0.2 Ast",Texas Tech
Nolan Groves,8,FR,G,6-5,205.0,"Long Lake, MN",Orono (MN),,"0.9 Pts, 1.3 Reb, 0.3 Ast",Texas Tech
Josiah Moseley,5,SO,F,6-6,228.0,"Round Rock, TX",Stony Point (TX),70 (2024),"2.7 Pts, 2.3 Reb, 0.5 Ast",Texas Tech
Marial Akuentok,13,FR,F,6-10,240.0,"Edmonton, Canada",Fort Erie International Academy (Canada),,"1.4 Pts, 2.0 Reb, 0.1 Ast",Texas Tech
Jazz Henderson,2,SO,G,5-11,175.0,"Dallas, TX",Faith Family Academy of Oak Cliff (TX),,"0.6 Pts, 0.4 Reb, 0.4 Ast",Texas Tech
Jack Francis,10,SR,G,6-3,185.0,"Austin, TX",Austin Anderson (TX),,"0.0 Pts, 0.4 Reb, 0.0 Ast",Texas Tech
LaTrell Hoover,21,FR,F,6-11,230.0,"San Antonio, TX",Samuel Clemens (TX),,,Texas Tech
Koree Cotton,4,JR,G,6-6,185.0,"Florida City, FL",Miami Southridge (FL),,"13.4 Pts, 5.0 Reb, 2.4 Ast",Texas-Rio Grande Valley
Filip Brankovic,33,JR,F,6-6,265.0,"Inđija, Serbia",Donar Groningen (Netherlands),,"12.9 Pts, 4.3 Reb, 1.7 Ast",Texas-Rio Grande Valley
Marvin McGhee,10,SR,G,6-4,180.0,"Atlanta, GA",Alexander (GA),,"10.4 Pts, 5.0 Reb, 1.0 Ast",Texas-Rio Grande Valley
Jaylen Washington,0,SO,G,5-10,166.0,"Dallas, TX",Lake Highlands (TX),,"9.7 Pts, 2.1 Reb, 4.0 Ast",Texas-Rio Grande Valley
Julien Gomez,13,FR,G,6-2,185.0,"La Mirada, CA",La Mirada (CA),,"7.9 Pts, 3.4 Reb, 1.6 Ast",Texas-Rio Grande Valley
Zae Blake,5,SR,G,6-1,165.0,"Washington, DC",Hargrave Military (VA),,"4.9 Pts, 2.7 Reb, 1.5 Ast",Texas-Rio Grande Valley
Always Wright,1,SR,G,6-3,175.0,"Carthage, MO",Joplin (MO),,"3.4 Pts, 1.9 Reb, 2.0 Ast",Texas-Rio Grande Valley
Kwo Agwa,12,SR,F,6-6,185.0,"Calgary, Canada",Edge Prep (AB); Kearns (UT),,"3.3 Pts, 1.9 Reb, 0.8 Ast",Texas-Rio Grande Valley
Dane Christensen,3,SO,F,6-7,220.0,"Orem, UT",Orem (UT),,"3.4 Pts, 2.4 Reb, 1.0 Ast",Texas-Rio Grande Valley
Marshal Destremau,21,JR,F,6-9,234.0,"Perth, Australia",Aquinas College (Australia),,"2.6 Pts, 2.0 Reb, 0.3 Ast",Texas-Rio Grande Valley
Kye Dickson,7,SR,F,6-7,189.0,"Toronto, Canada",Project Excellence Prep (ON),,"9.2 Pts, 3.7 Reb, 0.3 Ast",Texas-Rio Grande Valley
Jalen Ricks,22,SR,G,6-7,183.0,"Sherwood, AR",Oak Hill Academy (Va.),,"2.7 Pts, 1.5 Reb, 0.5 Ast",Texas-Rio Grande Valley
Demarris Winters,2,FR,G,6-3,,"Cleveland, OH",Richmond Heights (OH),,"1.9 Pts, 0.5 Reb, 0.5 Ast",Texas-Rio Grande Valley
Mustafo Vanjov,35,SR,C,7-0,233.0,"Khorog, Tajikistan",Orangeville Prep (Canada),,"3.0 Pts, 1.3 Reb, 0.3 Ast",Texas-Rio Grande Valley
Luis Ramirez,30,JR,G,6-2,190.0,"Brownsville, TX",Los Fresnos (TX),,"1.7 Pts, 0.7 Reb, 0.3 Ast",Texas-Rio Grande Valley
Braxton Williams,10,SR,F,6-6,215.0,"Thomasville, AL",Thomasville (AL),,"13.5 Pts, 2.8 Reb, 1.4 Ast",The Citadel
Christian Moore,1,SO,F,6-6,230.0,"Los Angeles, CA",Brentwood School (CA); Avon Old Farms (CT),,"11.3 Pts, 2.9 Reb, 0.9 Ast",The Citadel
Carter Kingsbury,14,SR,G,6-4,225.0,"Ponca, NE",Brewster Academy,,"8.8 Pts, 4.2 Reb, 2.0 Ast",The Citadel
Sola Adebisi,8,SR,F,6-6,205.0,"Milton, GA",Cambridge (GA),,"8.4 Pts, 6.1 Reb, 1.4 Ast",The Citadel
Logan Applegate,4,SR,G,6-2,185.0,"Nevada, MO",We Are United Prep (MO),,"6.6 Pts, 2.4 Reb, 0.9 Ast",The Citadel
Eze Wali,5,SO,G,6-1,180.0,"Providence, RI",Bishop Hendricken (RI); Pomfret School (CT),,"6.1 Pts, 3.5 Reb, 2.3 Ast",The Citadel
Marcos Gonzales,3,FR,G,6-3,180.0,"Chicago, IL",Brother Rice (IL),,"5.0 Pts, 1.8 Reb, 1.7 Ast",The Citadel
Keynan Davis,22,JR,G,6-5,175.0,"Southlake, TX",Grapevine Faith Christian (TX),,"4.3 Pts, 1.4 Reb, 1.0 Ast",The Citadel
Dante Kearse,11,SO,F,6-4,200.0,"Richmond, VA",Hargrave Military Academy (VA),,"3.4 Pts, 1.7 Reb, 0.5 Ast",The Citadel
Simeon German,23,SR,F,6-10,230.0,"Lagos, Nigeria",West Oaks Academy (FL),,"2.1 Pts, 3.1 Reb, 0.3 Ast",The Citadel
Cassius Bonjasky,25,JR,F,6-7,230.0,"Almere, Netherlands",Apollo Schools (Netherlands),,"2.6 Pts, 1.6 Reb, 0.1 Ast",The Citadel
Gabe Hernandez,7,JR,G,5-11,180.0,"Doral, FL",Doral Academy (FL),,"2.1 Pts, 0.5 Reb, 0.7 Ast",The Citadel
Rowan Irelan,24,JR,G,6-3,190.0,"Mt. Pleasant, SC",Oceanside Collegiate Academy (SC),,"1.8 Pts, 0.6 Reb, 0.0 Ast",The Citadel
Logan Menefee,30,FR,F,6-10,210.0,"Missouri City, TX",Ridge Point (TX),,"0.7 Pts, 1.2 Reb, 0.0 Ast",The Citadel
Chase Williams,15,FR,F,6-8,220.0,"Bladenboro, NC",West Bladen (NC),,"0.3 Pts, 0.9 Reb, 0.5 Ast",The Citadel
Aidan Alexander,12,FR,F,6-4,180.0,"Charleston, SC",Bishop England (SC),,"0.0 Pts, 0.3 Reb, 0.0 Ast",The Citadel
Jameson Heck,2,FR,G,5-7,170.0,"Waterville, OH",St. Francis DeSales (OH),,"0.0 Pts, 0.3 Reb, 0.3 Ast",The Citadel
Jack Walter,13,FR,G,6-2,190.0,"Honolulu, HI",Punahou (HI); IMG Academy (FL),,"0.0 Pts, 0.5 Reb, 0.0 Ast",The Citadel
Sonny Wilson,3,JR,G,6-1,175.0,"Pontiac, MI",University of Detroit Jesuit (MI),,"17.3 Pts, 3.7 Reb, 4.7 Ast",Toledo
Leroy Blyden,2,FR,G,6-1,175.0,"Detroit, MI",Detroit Jesuit (MI),,"15.8 Pts, 3.5 Reb, 4.1 Ast",Toledo
Sean Craig,7,SR,F,6-7,220.0,"Sylvania, OH",Sylvania Northview (OH),,"12.0 Pts, 7.5 Reb, 1.5 Ast",Toledo
Austin Parks,25,JR,C,6-10,250.0,"St. Mary’s, OH",St. Mary’s Memorial (OH),,"11.2 Pts, 5.4 Reb, 1.7 Ast",Toledo
Kyler Vanderjagt,4,SR,G,6-4,205.0,"Grand Rapids, MI",Northview (MI),,"9.5 Pts, 2.2 Reb, 1.3 Ast",Toledo
Jaylan Ouwinga,32,SO,F,6-8,210.0,"Grand Rapids, MI",Grand Rapids Christian (MI),,"6.1 Pts, 3.3 Reb, 0.6 Ast",Toledo
Mynor Strong,5,SO,G,6-3,175.0,"Omaha, NE",Omaha North (NE),,"3.4 Pts, 1.4 Reb, 0.7 Ast",Toledo
Will James,11,FR,G,6-4,185.0,"Holly Springs, NC",Holly Springs (NC),,"2.7 Pts, 1.8 Reb, 0.6 Ast",Toledo
London Praytor,21,FR,F,7-0,205.0,"Colorado Springs, CO",Liberty (CO),,"2.3 Pts, 1.8 Reb, 0.3 Ast",Toledo
Phoenix Glassnor,23,FR,G,6-0,175.0,"Port Huron, MI",Warren De La Salle (MI),,"3.6 Pts, 1.0 Reb, 0.4 Ast",Toledo
Chris Riddle,10,SO,G,6-5,213.0,"Chicago, IL",Kenwood Academy (IL),,"4.3 Pts, 2.0 Reb, 1.7 Ast",Toledo
Tyler Ode,22,SO,G,6-5,195.0,"Saginaw, MI",Saginaw Heritage (MI),,"0.8 Pts, 0.2 Reb, 0.2 Ast",Toledo
Toby Nwokolo,0,FR,G,6-6,200.0,"Columbus, OH",Reynoldsburg (OH),,"1.0 Pts, 0.3 Reb, 0.3 Ast",Toledo
Tyler Tejada,15,JR,G,6-8,220.0,"Teaneck, NJ",Teaneck (NJ),,"17.0 Pts, 5.5 Reb, 2.1 Ast",Towson
Dylan Williamson,4,SR,G,6-1,175.0,"Upper Marlboro, MD",Our Lady of Good Counsel (MD),,"14.7 Pts, 2.3 Reb, 3.5 Ast",Towson
Jack Doumbia,21,SR,F,6-6,210.0,"Lanham, MD",Lanham Christian (MD),,"10.5 Pts, 5.4 Reb, 1.6 Ast",Towson
Jaquan Womack,24,FR,F,6-6,225.0,"Manassas, VA",St. Paul VI (VA),,"6.9 Pts, 4.0 Reb, 0.7 Ast",Towson
Tyler Coleman,3,SR,F,6-7,230.0,"Woodbridge, VA",Paul VI HS,,"5.6 Pts, 3.7 Reb, 0.2 Ast",Towson
Caleb Embeya,23,SO,F,6-9,220.0,"Kinshasa, Democratic Republic of the Congo",St. Maria Goretti (MD),,"3.9 Pts, 5.9 Reb, 0.6 Ast",Towson
Mor Seck,41,SR,C,7-1,230.0,"Ngayene Daour, Senegal",DME Academy (FL); Archbishop Riordan (CA); Prolific Prep (CA),,"3.5 Pts, 3.8 Reb, 0.1 Ast",Towson
Tyler Schmidt,1,SR,G,6-4,200.0,"Valparaiso, IN",Victory Christian (IN),,"3.4 Pts, 1.5 Reb, 0.9 Ast",Towson
Chike Ndefo,13,SO,F,6-7,215.0,"Elmont, NY",Vermont Academy (VT),,"3.3 Pts, 3.3 Reb, 0.2 Ast",Towson
Ryan Conway,0,SR,G,6-1,180.0,"Baltimore, MD",Dulaney (MD),,"3.0 Pts, 0.8 Reb, 0.5 Ast",Towson
Jaiden Cole,2,JR,G,6-4,165.0,"Toronto, Canada",NBA Academy Latin America (Mexico),,"5.1 Pts, 1.9 Reb, 1.6 Ast",Towson
Abdou Samb,12,SR,F,6-8,210.0,"Upper Marlboro, MD",Frederick Douglass HS,,"0.9 Pts, 0.7 Reb, 0.4 Ast",Towson
Ryan Skerry,22,JR,G,6-4,195.0,"Timonium, MD",Dulaney (MD),,"0.3 Pts, 0.1 Reb, 0.2 Ast",Towson
Jonathan Barton,5,FR,G,6-2,215.0,"Waldorf, MD",St. John's College (DC),,,Towson
Brandon Holmes,30,FR,F,6-8,230.0,"Columbia, MD",Mount Saint Joseph (MD),,,Towson
Victor Valdes,11,JR,F,6-7,258.0,"Monterrey, Mexico",Zentro Basket (Spain),,"15.4 Pts, 4.0 Reb, 4.6 Ast",Troy
Thomas Dowd,1,JR,F,6-8,225.0,"Dothan, AL",Dothan (AL),,"14.4 Pts, 10.2 Reb, 2.3 Ast",Troy
Cooper Campbell,3,SO,G,6-2,185.0,"Puyallup, WA",Elite Prep (WA); Phhoenix Prep (AZ),,"12.4 Pts, 3.6 Reb, 4.5 Ast",Troy
Theo Seng,33,SR,F,6-9,220.0,"Davis, CA",Davis (CA),,"12.9 Pts, 5.8 Reb, 1.1 Ast",Troy
Cobi Campbell,2,SR,G,6-2,195.0,"Puyallup, WA",Puyallup (WA),,"9.7 Pts, 1.4 Reb, 1.3 Ast",Troy
Jerrell Bellamy,10,SR,F,6-9,210.0,"Phenix City, AL",Phenix City Central (AL),,"6.8 Pts, 3.3 Reb, 0.2 Ast",Troy
Kerrington Kiel,0,SO,F,6-6,185.0,"Birmingham, AL",Ramsay (AL),,"4.1 Pts, 3.7 Reb, 1.1 Ast",Troy
Austin Cross,95,SO,G,6-3,200.0,"Mansfield, TX",Pike Liberal Arts (AL); Charles Henderson (AL); Florida Coastal Prep (FL),,"3.6 Pts, 1.6 Reb, 0.5 Ast",Troy
Javen Colbert,5,FR,G,6-1,155.0,"Decatur, TX",Decatur (TX),,"2.5 Pts, 0.8 Reb, 0.9 Ast",Troy
Evan Griffin,25,SO,F,6-9,225.0,"Geneva, AL",Geneva (AL),,"3.1 Pts, 2.1 Reb, 0.9 Ast",Troy
Emmanuel Clarton,4,FR,G,6-5,190.0,"Livingston, AL",Sumter Central (AL),,"1.7 Pts, 0.9 Reb, 0.4 Ast",Troy
Corbin Green,22,SR,F,6-5,230.0,"Midlothian, TX",Midlothian (TX); USAFA Prep School,,"1.6 Pts, 1.3 Reb, 0.3 Ast",Troy
Kameryn Mitchell,14,SR,G,6-4,185.0,"Dothan, AL",Houston Academy (AL),,"1.0 Pts, 1.0 Reb, 0.0 Ast",Troy
Hikaru Awata,30,FR,G,5-7,170.0,"Hachioji, Japan",Hachioji Senior High (Japan),,"0.3 Pts, 0.3 Reb, 0.0 Ast",Troy
Javier Gilgeous-Glasgow,7,SR,G,6-2,185.0,"Brampton, Canada",United Scholastic Academy (Canada),,,Troy
Rowan Brumbaugh,7,JR,G,6-4,190.0,"Washington, DC",Northfield Mount Hermon (MA),78 (2022),"18.8 Pts, 5.0 Reb, 3.5 Ast",Tulane
Asher Woods,22,SR,G,6-3,180.0,"Newnan, GA",Parkview (GA),,"12.7 Pts, 3.3 Reb, 1.9 Ast",Tulane
Curtis Williams,99,JR,G,6-5,205.0,"Detroit, MI",Brother Rice (MI),88 (2023),"12.3 Pts, 4.3 Reb, 1.1 Ast",Tulane
Tyler Ringgold,0,SO,F,6-8,220.0,"Baton Rouge, LA",Southern Lab (LA),,"9.9 Pts, 4.3 Reb, 1.4 Ast",Tulane
Scotty Middleton,5,JR,G,6-6,190.0,"Miami, FL",Christopher Columbus (FL); Sunrise Christian (KS),49 (2023),"7.0 Pts, 4.3 Reb, 1.3 Ast",Tulane
KJ Greene,9,SO,G,6-3,170.0,"Atlanta, GA",Pace Academy (GA),,"4.5 Pts, 1.1 Reb, 1.7 Ast",Tulane
JoJo Moore,1,SO,G,6-5,200.0,"Leander, TX",Rouse (TX),,"4.4 Pts, 2.2 Reb, 1.2 Ast",Tulane
Percy Daniels,23,SR,C,6-9,235.0,"Baton Rouge, LA",Madison Prep (LA),,"2.2 Pts, 2.4 Reb, 0.6 Ast",Tulane
Luke Rasmussen,11,JR,G,6-7,195.0,"Haverford, PA",The HIll School (PA); The Haverford School (PA),,"3.1 Pts, 2.1 Reb, 0.6 Ast",Tulane
Robert Moore,15,FR,G,6-6,180.0,"Charleston, SC",Porter-Gaud School (SC),,"2.7 Pts, 0.0 Reb, 0.0 Ast",Tulane
Davion Bradford,55,SR,F,7-0,265.0,"St. Louis, MO",Mehlville HS,,"0.3 Pts, 0.5 Reb, 0.0 Ast",Tulane
Jake Shapiro,34,JR,G,6-1,175.0,"Los Angeles, CA",Windward (CA); Worcester Academy (MA),,"0.8 Pts, 0.3 Reb, 0.0 Ast",Tulane
Luke Cronin,32,JR,F,6-8,215.0,"Great Neck, NY",Great Neck North (NY),,"0.0 Pts, 0.0 Reb, 0.0 Ast",Tulane
Vasilije Kuridza,77,FR,F,6-9,235.0,"Banja Luka, Bosnia and Herzegovina",KK Igokea (Bosnia & Herzegovina),,"0.0 Pts, 1.0 Reb, 1.0 Ast",Tulane
Joseph Teich,13,SO,G,5-10,155.0,"Fort Lauderdale, FL",Pine Crest (FL),,"0.0 Pts, 0.0 Reb, 0.0 Ast",Tulane
David Green,23,SR,G,6-7,215.0,"Apopka, FL",Ocoee HS,,"16.0 Pts, 4.5 Reb, 1.4 Ast",Tulsa
Miles Barnstable,14,SR,G,6-2,180.0,"Sheboygan, WI",Howards Grove (WI),,"15.4 Pts, 4.1 Reb, 1.5 Ast",Tulsa
Tylen Riley,10,JR,G,6-3,180.0,"Las Vegas, NV",Durango (NV),,"14.7 Pts, 3.7 Reb, 4.0 Ast",Tulsa
Ade Popoola,0,JR,G,6-5,200.0,"St. Louis, MO",Parkway North (MO),,"9.5 Pts, 3.7 Reb, 1.5 Ast",Tulsa
Jaylen Lawal,2,FR,G,6-3,195.0,"Plano, TX",Plano West (TX); iSchool of Lewisville (TX),,"7.1 Pts, 2.0 Reb, 1.4 Ast",Tulsa
Tyler Behrend,9,JR,F,6-10,220.0,"Cincinnati, OH",Valley Lutheran (AZ),,"6.0 Pts, 4.6 Reb, 1.9 Ast",Tulsa
Myles Rigsby,4,JR,F,6-5,190.0,"Irving, TX",Irving MacArthur (TX); O.D. Wyatt (TX),,"7.2 Pts, 2.0 Reb, 1.7 Ast",Tulsa
Romad Dean,6,SR,F,6-7,210.0,"Freeport, Bahamas",Crestwood Prep (ON),,"4.8 Pts, 3.1 Reb, 0.3 Ast",Tulsa
Ian Smikle,35,SO,F,6-10,242.0,"West Palm Beach, FL",Suncoast Community (FL),,"3.3 Pts, 3.9 Reb, 0.7 Ast",Tulsa
KJ Martin,15,FR,F,6-8,225.0,"Tampa, FL",The Rock School (FL),,"1.9 Pts, 1.7 Reb, 0.9 Ast",Tulsa
Leon Sifferlin,8,FR,G,6-5,200.0,"Bourg-en-Bresse, France",JL Bourg-en-Bresse (France),,"2.3 Pts, 1.0 Reb, 0.7 Ast",Tulsa
Doryan Onwuchekwa,45,SO,C,6-11,240.0,"Dallas, TX",Oak Cliff Faith Family Academy (TX),,"4.0 Pts, 0.0 Reb, 0.0 Ast",Tulsa
Cal Conroy,7,SO,G,6-2,168.0,"Tulsa, OK",Bishop Kelley (OK),,"0.5 Pts, 0.0 Reb, 0.0 Ast",Tulsa
Carter Benton,33,SO,G,6-4,205.0,"Tulsa, OK",Holland Hall (OK),,,Tulsa
Terrance Ford Jr.,11,JR,G,6-1,175.0,"Chicago, IL",Orr (IL); Leo (IL); Victory Rock Prep (FL),,,Tulsa
Chance Westry,11,SR,G,6-6,190.0,"Harrisburg, PA",Trinity (PA); Sierra Canyon (CA); AZ Compass Prep (AZ),33 (2022),"15.0 Pts, 3.8 Reb, 4.9 Ast",UAB
Daniel Rivera,23,SR,F,6-6,210.0,"San Juan, PR",Our Saviour Lutheran (NY),,"11.7 Pts, 6.8 Reb, 1.1 Ast",UAB
Jacob Meyer,12,JR,G,6-2,195.0,"Covington, KY",Covington Holy Cross (KY),,"13.6 Pts, 4.0 Reb, 1.0 Ast",UAB
KyeRon Lindsay,2,SR,F,6-7,215.0,"Denton, TX",Denton Guyer (TX),,"11.0 Pts, 6.5 Reb, 0.5 Ast",UAB
Ahmad Robinson,4,SR,G,5-10,172.0,"West Orange, NJ",Roselle Catholic (NJ),,"9.8 Pts, 2.4 Reb, 2.9 Ast",UAB
Evan Chatman,15,JR,F,6-8,220.0,"Harker Heights, TX",Harker Heights (TX),,"8.4 Pts, 8.9 Reb, 1.0 Ast",UAB
Salim London,5,FR,G,6-4,193.0,"Hoover, AL",Hoover (AL),,"5.0 Pts, 2.4 Reb, 1.7 Ast",UAB
Dayjaun Anderson,0,SO,G,6-2,180.0,"Dayton, OH",Ponitz (OH),,"4.8 Pts, 1.8 Reb, 0.7 Ast",UAB
Quaran McPherson,8,SR,G,6-3,199.0,"Queens, NY",Link Year School,,"3.8 Pts, 1.3 Reb, 0.5 Ast",UAB
Ari Gooch,7,SO,G,6-2,180.0,"Minneapolis, MN",Park Center (MN),,"2.3 Pts, 1.4 Reb, 0.6 Ast",UAB
Lance Carr,6,FR,F,6-7,210.0,"Dallas, TX",Justin F. Kimball (TX),,"0.7 Pts, 0.4 Reb, 0.0 Ast",UAB
João Victor Moreira,3,JR,C,6-10,250.0,"Niquelândia, Brazil",NBA Academy Latin America (Mexico),,"1.0 Pts, 2.5 Reb, 0.0 Ast",UAB
Joey Kahn,9,SR,G,6-4,175.0,"Mobile, AL",Baker (AL); St. Paul's Episcopal (AL),,"0.0 Pts, 0.0 Reb, 0.0 Ast",UAB
Justin Holloway,22,FR,F,6-7,190.0,"Opelika, AL",Opelika (AL),,,UAB
Jorden Pittman,21,FR,G,6-0,170.0,"Sanford, FL",Seminole (FL),,,UAB
Connor Sevilla,4,JR,G,6-0,175.0,"San Ramon, CA",Dougherty Valley (CA),,"13.4 Pts, 1.7 Reb, 0.8 Ast",UC Davis
Nils Cooper,36,JR,G,6-5,170.0,"Los Angeles, CA",Crossroads (CA),99 (2023),"12.8 Pts, 4.8 Reb, 1.9 Ast",UC Davis
Marcus Wilson,2,SO,G,6-3,170.0,"Albuquerque, NM",Bella Vista Prep (AZ),,"11.6 Pts, 3.4 Reb, 4.0 Ast",UC Davis
Niko Rocak,7,SR,F,6-9,220.0,"Geneva, Switzerland",Phillips Exeter Academy,,"9.6 Pts, 5.0 Reb, 1.8 Ast",UC Davis
Isaiah Chappell,20,SO,F,6-9,225.0,"Los Angeles, CA",Crossroads School (CA); South Kent School (CT),,"8.8 Pts, 4.5 Reb, 1.0 Ast",UC Davis
Carl Daugherty,1,SR,G,6-3,170.0,"Maumelle, AR",Maumelle (AR),,"9.9 Pts, 2.7 Reb, 1.0 Ast",UC Davis
Brayden Fagbemi,0,JR,G,6-0,170.0,"Naperville, IL",Benet Academy (IL),,"6.3 Pts, 3.4 Reb, 4.3 Ast",UC Davis
Omer Suljanovic,21,FR,F,6-8,210.0,"Vienna, Austria",,,"5.0 Pts, 2.7 Reb, 0.4 Ast",UC Davis
